% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2
0.347	1	0	35	8	3	14	317	0	0
0.347	1	0	35	8	5	22	349	0	0
0.246	1	0	25	7	3	14	775	0	0
0.847	1	1	85	8	1	28	2196	0	0
0.848	1	1	85	9	1	28	2196	0	0
0.247	1	0	25	8	2	28	2196	0	0
0.348	1	0	35	9	1	8	209	0	0
0.348	1	0	35	9	2	28	373	0	0
0.348	1	0	35	9	4	20	389	0	0
0.849	1	1	85	10	1	28	2196	0	0
0.248	1	0	25	9	5	22	1383	0	0
0.349	1	0	35	10	1	8	137	0	0
0.349	1	0	35	10	3	14	317	0	0
0.349	1	0	35	10	5	22	349	0	0
0.85	1	1	86	1	1	28	2196	0	0
0.249	1	0	25	10	1	8	421	0	0
0.35	1	0	36	1	1	8	241	0	0
0.35	1	0	36	1	2	28	373	0	0
0.35	1	0	36	1	4	20	293	0	0
0.851	1	1	86	2	1	28	2196	0	0
0.25	1	0	26	1	1	8	421	0	0
0.852	1	1	86	3	1	28	2196	0	0
0.351	1	0	36	2	3	14	389	0	0
0.351	1	0	36	2	4	20	293	0	0
0.351	1	0	36	2	5	22	349	0	0
0.251	1	0	26	2	3	14	775	0	0
0.853	1	1	86	4	1	28	2196	0	0
0.352	1	0	36	3	1	8	349	0	0
0.352	1	0	36	3	2	28	373	0	0
0.854	1	1	86	5	1	28	2196	0	0
0.252	1	0	26	3	4	20	1191	0	0
0.353	1	0	36	4	3	14	389	0	0
0.353	1	0	36	4	4	20	293	0	0
0.353	1	0	36	4	5	22	349	0	0
0.855	1	1	86	6	1	28	2196	0	0
0.253	1	0	26	4	1	8	421	0	0
0.354	1	0	36	5	1	8	389	0	0
0.856	1	1	86	7	1	28	2196	0	0
0.354	1	0	36	5	2	28	185	0	0
0.254	1	0	26	5	5	22	1383	0	0
0.857	1	1	86	8	1	28	2196	0	0
0.355	1	0	36	6	3	14	317	0	0
0.355	1	0	36	6	4	20	389	0	0
0.355	1	0	36	6	5	22	349	0	0
0.255	1	0	26	6	3	14	775	0	0
0.858	1	1	86	9	1	28	2196	0	0
0.356	1	0	36	7	1	8	349	0	0
0.356	1	0	36	7	2	28	373	0	0
0.859	1	1	86	10	1	28	2196	0	0
0.256	1	0	26	7	1	8	421	0	0
0.357	1	0	36	8	3	14	389	0	0
0.357	1	0	36	8	4	20	293	0	0
0.357	1	0	36	8	5	22	349	0	0
0.86	1	1	87	1	1	28	2196	0	0
0.257	1	0	26	8	1	8	421	0	0
0.861	1	1	87	2	1	28	2196	0	0
0.358	1	0	36	9	1	8	349	0	0
0.358	1	0	36	9	2	28	373	0	0
0.258	1	0	26	9	4	20	1191	0	0
0.862	1	1	87	3	1	28	2196	0	0
0.359	1	0	36	10	3	14	317	0	0
0.359	1	0	36	10	4	20	389	0	0
0.359	1	0	36	10	5	22	349	0	0
0.863	1	1	87	4	1	28	2196	0	0
0.259	1	0	26	10	2	28	2196	0	0
0.36	1	0	37	1	1	8	349	0	0
0.36	1	0	37	1	2	28	373	0	0
0.864	1	1	87	5	1	28	2196	0	0
0.26	1	0	27	1	3	14	775	0	0
0.361	1	0	37	2	3	14	317	0	0
0.361	1	0	37	2	4	20	389	0	0
0.361	1	0	37	2	5	22	349	0	0
0.865	1	1	87	6	1	28	2196	0	0
0.261	1	0	27	2	1	8	421	0	0
0.866	1	1	87	7	1	28	2196	0	0
0.362	1	0	37	3	1	8	317	0	0
0.362	1	0	37	3	2	28	373	0	0
0.362	1	0	37	3	3	14	61	0	0
0.867	1	1	87	8	1	28	2196	0	0
0.262	1	0	27	3	1	8	421	0	0
0.363	1	0	37	4	1	8	32	0	0
0.363	1	0	37	4	3	14	317	0	0
0.363	1	0	37	4	4	20	293	0	0
0.363	1	0	37	4	5	22	349	0	0
0.868	1	1	87	9	1	28	2196	0	0
0.263	1	0	27	4	5	22	1383	0	0
0.869	1	1	87	10	1	28	2196	0	0
0.364	1	0	37	5	1	8	349	0	0
0.364	1	0	37	5	2	28	373	0	0
0.87	1	1	88	1	1	28	2196	0	0
0.264	1	0	27	5	3	14	775	0	0
0.365	1	0	37	6	3	14	317	0	0
0.365	1	0	37	6	4	20	389	0	0
0.365	1	0	37	6	5	22	349	0	0
0.871	1	1	88	2	1	28	2196	0	0
0.265	1	0	27	6	4	20	1191	0	0
0.366	1	0	37	7	1	8	317	0	0
0.366	1	0	37	7	2	28	373	0	0
0.366	1	0	37	7	3	14	61	0	0
0.872	1	1	88	3	1	28	2196	0	0
0.367	1	0	37	8	1	8	32	0	0
0.367	1	0	37	8	3	14	317	0	0
0.367	1	0	37	8	4	20	293	0	0
0.367	1	0	37	8	5	22	349	0	0
0.873	1	1	88	4	1	28	2196	0	0
0.266	1	0	27	7	1	8	421	0	0
0.874	1	1	88	5	1	28	2196	0	0
0.368	1	0	37	9	1	8	349	0	0
0.368	1	0	37	9	2	28	373	0	0
0.267	1	0	27	8	1	8	421	0	0
0.875	1	1	88	6	1	28	2196	0	0
0.369	1	0	37	10	3	14	317	0	0
0.369	1	0	37	10	4	20	389	0	0
0.369	1	0	37	10	5	22	349	0	0
0.876	1	1	88	7	1	28	2196	0	0
0.268	1	0	27	9	3	14	775	0	0
0.877	1	1	88	8	1	28	2196	0	0
0.37	1	0	38	1	1	8	317	0	0
0.37	1	0	38	1	2	28	185	0	0
0.37	1	0	38	1	3	14	125	0	0
0.269	1	0	27	10	1	8	421	0	0
0.878	1	1	88	9	1	28	2196	0	0
0.371	1	0	38	2	1	8	32	0	0
0.371	1	0	38	2	2	28	185	0	0
0.371	1	0	38	2	3	14	253	0	0
0.371	1	0	38	2	4	20	293	0	0
0.371	1	0	38	2	5	22	349	0	0
0.879	1	1	88	10	1	28	2196	0	0
0.27	1	0	28	1	5	22	1383	0	0
0.372	1	0	38	3	1	8	317	0	0
0.372	1	0	38	3	2	28	185	0	0
0.372	1	0	38	3	4	20	193	0	0
0.88	1	1	89	1	1	28	2196	0	0
0.271	1	0	28	2	2	28	2196	0	0
0.373	1	0	38	4	1	8	101	0	0
0.373	1	0	38	4	3	14	389	0	0
0.373	1	0	38	4	5	22	349	0	0
0.881	1	1	89	2	1	28	2196	0	0
0.272	1	0	28	3	4	20	1191	0	0
0.882	1	1	89	3	1	28	2196	0	0
0.374	1	0	38	5	1	8	209	0	0
0.374	1	0	38	5	2	28	373	0	0
0.374	1	0	38	5	4	20	389	0	0
0.883	1	1	89	4	1	28	2196	0	0
0.273	1	0	28	4	1	8	421	0	0
0.375	1	0	38	6	1	8	173	0	0
0.375	1	0	38	6	3	14	253	0	0
0.375	1	0	38	6	5	22	349	0	0
0.884	1	1	89	5	1	28	2196	0	0
0.274	1	0	28	5	3	14	775	0	0
0.376	1	0	38	7	1	8	173	0	0
0.376	1	0	38	7	2	28	373	0	0
0.376	1	0	38	7	3	14	125	0	0
0.376	1	0	38	7	4	20	293	0	0
0.885	1	1	89	6	1	28	2196	0	0
0.275	1	0	28	6	1	8	421	0	0
0.886	1	1	89	7	1	28	2196	0	0
0.377	1	0	38	8	1	8	173	0	0
0.377	1	0	38	8	3	14	253	0	0
0.377	1	0	38	8	5	22	349	0	0
0.887	1	1	89	8	1	28	2196	0	0
0.276	1	0	28	7	1	8	421	0	0
0.378	1	0	38	9	1	8	209	0	0
0.378	1	0	38	9	2	28	373	0	0
0.378	1	0	38	9	4	20	389	0	0
0.888	1	1	89	9	1	28	2196	0	0
0.379	1	0	38	10	1	8	101	0	0
0.379	1	0	38	10	3	14	389	0	0
0.379	1	0	38	10	5	22	349	0	0
0.277	1	0	28	8	3	14	775	0	0
0.889	1	1	89	10	1	28	2196	0	0
0.89	1	1	90	1	1	28	2196	0	0
0.38	1	0	39	1	1	8	241	0	0
0.38	1	0	39	1	2	28	373	0	0
0.38	1	0	39	1	4	20	293	0	0
0.278	1	0	28	9	5	22	1383	0	0
0.891	1	1	90	2	1	28	2196	0	0
0.381	1	0	39	2	1	8	67	0	0
0.381	1	0	39	2	3	14	317	0	0
0.381	1	0	39	2	4	20	193	0	0
0.381	1	0	39	2	5	22	349	0	0
0.279	1	0	28	10	4	20	1191	0	0
0.892	1	1	90	3	1	28	2196	0	0
0.382	1	0	39	3	1	8	317	0	0
0.382	1	0	39	3	2	28	373	0	0
0.382	1	0	39	3	3	14	61	0	0
0.893	1	1	90	4	1	28	2196	0	0
0.28	1	0	29	1	1	8	421	0	0
0.894	1	1	90	5	1	28	2196	0	0
0.383	1	0	39	4	3	14	317	0	0
0.383	1	0	39	4	4	20	389	0	0
0.383	1	0	39	4	5	22	349	0	0
0.281	1	0	29	2	3	14	775	0	0
0.895	1	1	90	6	1	28	2196	0	0
0.384	1	0	39	5	1	8	349	0	0
0.384	1	0	39	5	2	28	373	0	0
0.896	1	1	90	7	1	28	2196	0	0
0.282	1	0	29	3	1	8	421	0	0
0.385	1	0	39	6	3	14	317	0	0
0.385	1	0	39	6	4	20	389	0	0
0.385	1	0	39	6	5	22	349	0	0
0.897	1	1	90	8	1	28	2196	0	0
0.283	1	0	29	4	2	28	2196	0	0
0.898	1	1	90	9	1	28	2196	0	0
0.386	1	0	39	7	1	8	349	0	0
0.386	1	0	39	7	2	28	373	0	0
0.899	1	1	90	10	1	28	2196	0	0
0.284	1	0	29	5	1	8	421	0	0
0.387	1	0	39	8	3	14	389	0	0
0.387	1	0	39	8	4	20	293	0	0
0.387	1	0	39	8	5	22	349	0	0
0.285	1	0	29	6	4	20	1191	0	0
0.388	1	0	39	9	1	8	349	0	0
0.388	1	0	39	9	2	28	373	0	0
0.286	1	0	29	7	5	22	1383	0	0
0.389	1	0	39	10	3	14	317	0	0
0.389	1	0	39	10	4	20	389	0	0
0.389	1	0	39	10	5	22	349	0	0
0.39	1	0	40	1	1	8	349	0	0
0.39	1	0	40	1	3	14	125	0	0
0.287	1	0	29	8	3	14	775	0	0
0.391	1	0	40	2	2	28	373	0	0
0.391	1	0	40	2	3	14	253	0	0
0.391	1	0	40	2	4	20	293	0	0
0.391	1	0	40	2	5	22	349	0	0
0.288	1	0	29	9	1	8	421	0	0
0.392	1	0	40	3	1	8	349	0	0
0.392	1	0	40	3	4	20	193	0	0
0.289	1	0	29	10	1	8	421	0	0
0.393	1	0	40	4	1	8	32	0	0
0.393	1	0	40	4	2	28	373	0	0
0.393	1	0	40	4	3	14	389	0	0
0.393	1	0	40	4	5	22	349	0	0
0.29	1	0	30	1	3	14	775	0	0
0.291	1	0	30	2	1	8	421	0	0
0.394	1	0	40	5	1	8	277	0	0
0.394	1	0	40	5	4	20	389	0	0
0.292	1	0	30	3	4	20	1191	0	0
0.395	1	0	40	6	1	8	101	0	0
0.395	1	0	40	6	2	28	373	0	0
0.395	1	0	40	6	3	14	253	0	0
0.395	1	0	40	6	5	22	349	0	0
0.293	1	0	30	4	5	22	1383	0	0
0.396	1	0	40	7	1	8	241	0	0
0.396	1	0	40	7	3	14	125	0	0
0.396	1	0	40	7	4	20	293	0	0
0.294	1	0	30	5	1	8	421	0	0
0.397	1	0	40	8	1	8	101	0	0
0.397	1	0	40	8	2	28	373	0	0
0.397	1	0	40	8	3	14	253	0	0
0.397	1	0	40	8	5	22	349	0	0
0.295	1	0	30	6	2	28	2196	0	0
0.398	1	0	40	9	1	8	277	0	0
0.398	1	0	40	9	4	20	389	0	0
0.296	1	0	30	7	3	14	775	0	0
0.399	1	0	40	10	1	8	32	0	0
0.399	1	0	40	10	2	28	373	0	0
0.399	1	0	40	10	3	14	389	0	0
0.399	1	0	40	10	5	22	349	0	0
0.297	1	0	30	8	1	8	421	0	0
0.4	1	0	41	1	1	8	317	0	0
0.4	1	0	41	1	4	20	293	0	0
0.298	1	0	30	9	4	20	1191	0	0
0.401	1	0	41	2	2	28	373	0	0
0.401	1	0	41	2	3	14	317	0	0
0.401	1	0	41	2	4	20	193	0	0
0.401	1	0	41	2	5	22	349	0	0
0.299	1	0	30	10	1	8	421	0	0
0.402	1	0	41	3	1	8	389	0	0
0.402	1	0	41	3	4	20	97	0	0
0.3	1	0	31	1	3	14	775	0	0
0.403	1	0	41	4	2	28	185	0	0
0.403	1	0	41	4	3	14	317	0	0
0.403	1	0	41	4	4	20	293	0	0
0.403	1	0	41	4	5	22	349	0	0
0.301	1	0	31	2	5	22	1383	0	0
0.404	1	0	41	5	1	8	317	0	0
0.404	1	0	41	5	3	14	193	0	0
0.302	1	0	31	3	1	8	421	0	0
0.405	1	0	41	6	2	28	373	0	0
0.405	1	0	41	6	3	14	193	0	0
0.405	1	0	41	6	4	20	389	0	0
0.405	1	0	41	6	5	22	349	0	0
0.303	1	0	31	4	1	8	421	0	0
0.406	1	0	41	7	1	8	389	0	0
0.406	1	0	41	7	2	28	185	0	0
0.407	1	0	41	8	3	14	389	0	0
0.304	1	0	31	5	3	14	775	0	0
0.407	1	0	41	8	4	20	293	0	0
0.407	1	0	41	8	5	22	349	0	0
0.305	1	0	31	6	4	20	1191	0	0
0.408	1	0	41	9	1	8	317	0	0
0.408	1	0	41	9	2	28	373	0	0
0.408	1	0	41	9	5	22	113	0	0
0.409	1	0	41	10	1	8	32	0	0
0.409	1	0	41	10	3	14	317	0	0
0.409	1	0	41	10	4	20	389	0	0
0.409	1	0	41	10	5	22	233	0	0
0.306	1	0	31	7	1	8	421	0	0
0.41	1	0	42	1	1	8	317	0	0
0.41	1	0	42	1	2	28	373	0	0
0.41	1	0	42	1	5	22	113	0	0
0.307	1	0	31	8	2	28	2196	0	0
0.411	1	0	42	2	3	14	389	0	0
0.411	1	0	42	2	4	20	293	0	0
0.411	1	0	42	2	5	22	349	0	0
0.308	1	0	31	9	3	14	775	0	0
0.412	1	0	42	3	1	8	349	0	0
0.412	1	0	42	3	2	28	373	0	0
0.309	1	0	31	10	1	8	421	0	0
0.413	1	0	42	4	3	14	317	0	0
0.413	1	0	42	4	4	20	389	0	0
0.413	1	0	42	4	5	22	349	0	0
0.31	1	0	32	1	5	22	1383	0	0
0.414	1	0	42	5	1	8	349	0	0
0.414	1	0	42	5	2	28	373	0	0
0.311	1	0	32	2	1	8	421	0	0
0.415	1	0	42	6	3	14	389	0	0
0.415	1	0	42	6	4	20	389	0	0
0.415	1	0	42	6	5	22	233	0	0
0.312	1	0	32	3	4	20	1191	0	0
0.416	1	0	42	7	1	8	349	0	0
0.416	1	0	42	7	2	28	373	0	0
0.313	1	0	32	4	3	14	775	0	0
0.417	1	0	42	8	3	14	317	0	0
0.417	1	0	42	8	4	20	293	0	0
0.417	1	0	42	8	5	22	469	0	0
0.314	1	0	32	5	1	8	421	0	0
0.418	1	0	42	9	1	8	349	0	0
0.418	1	0	42	9	2	28	373	0	0
0.315	1	0	32	6	1	8	421	0	0
0.419	1	0	42	10	3	14	389	0	0
0.419	1	0	42	10	4	20	389	0	0
0.419	1	0	42	10	5	22	233	0	0
0.42	1	0	43	1	1	8	349	0	0
0.42	1	0	43	1	2	28	373	0	0
0.316	1	0	32	7	5	22	1383	0	0
0.421	1	0	43	2	3	14	317	0	0
0.421	1	0	43	2	4	20	293	0	0
0.421	1	0	43	2	5	22	469	0	0
0.317	1	0	32	8	3	14	775	0	0
0.422	1	0	43	3	1	8	349	0	0
0.422	1	0	43	3	2	28	373	0	0
0.318	1	0	32	9	1	8	421	0	0
0.423	1	0	43	4	3	14	317	0	0
0.423	1	0	43	4	4	20	389	0	0
0.423	1	0	43	4	5	22	349	0	0
0.319	1	0	32	10	4	20	1191	0	0
0.424	1	0	43	5	1	8	349	0	0
0.424	1	0	43	5	3	14	125	0	0
0.32	1	0	33	1	2	28	2196	0	0
0.425	1	0	43	6	2	28	373	0	0
0.425	1	0	43	6	3	14	253	0	0
0.425	1	0	43	6	4	20	389	0	0
0.425	1	0	43	6	5	22	233	0	0
0.321	1	0	33	2	1	8	421	0	0
0.426	1	0	43	7	1	8	349	0	0
0.426	1	0	43	7	5	22	233	0	0
0.322	1	0	33	3	3	14	775	0	0
0.427	1	0	43	8	1	8	32	0	0
0.427	1	0	43	8	2	28	373	0	0
0.427	1	0	43	8	3	14	389	0	0
0.427	1	0	43	8	4	20	293	0	0
0.323	1	0	33	4	1	8	421	0	0
0.428	1	0	43	9	1	8	317	0	0
0.428	1	0	43	9	5	22	349	0	0
0.324	1	0	33	5	5	22	1383	0	0
0.429	1	0	43	10	1	8	32	0	0
0.429	1	0	43	10	2	28	373	0	0
0.429	1	0	43	10	3	14	317	0	0
0.429	1	0	43	10	4	20	389	0	0
0.325	1	0	33	6	4	20	1191	0	0
0.43	1	0	44	1	1	8	317	0	0
0.43	1	0	44	1	5	22	349	0	0
0.431	1	0	44	2	1	8	32	0	0
0.431	1	0	44	2	2	28	373	0	0
0.431	1	0	44	2	3	14	389	0	0
0.431	1	0	44	2	4	20	293	0	0
0.326	1	0	33	7	1	8	421	0	0
0.432	1	0	44	3	1	8	317	0	0
0.432	1	0	44	3	5	22	349	0	0
0.327	1	0	33	8	3	14	775	0	0
0.433	1	0	44	4	1	8	32	0	0
0.433	1	0	44	4	2	28	373	0	0
0.433	1	0	44	4	3	14	317	0	0
0.433	1	0	44	4	4	20	389	0	0
0.328	1	0	33	9	1	8	421	0	0
0.329	1	0	33	10	3	14	775	0	0
0.434	1	0	44	5	1	8	317	0	0
0.434	1	0	44	5	5	22	349	0	0
0.435	1	0	44	6	1	8	32	0	0
0.435	1	0	44	6	2	28	373	0	0
0.435	1	0	44	6	3	14	317	0	0
0.435	1	0	44	6	4	20	389	0	0
0.33	1	0	34	1	1	8	421	0	0
0.436	1	0	44	7	1	8	317	0	0
0.436	1	0	44	7	5	22	349	0	0
0.331	1	0	34	2	2	28	2196	0	0
0.437	1	0	44	8	1	8	32	0	0
0.437	1	0	44	8	2	28	373	0	0
0.437	1	0	44	8	3	14	389	0	0
0.437	1	0	44	8	4	20	293	0	0
0.332	1	0	34	3	4	20	1191	0	0
0.438	1	0	44	9	1	8	317	0	0
0.438	1	0	44	9	5	22	349	0	0
0.333	1	0	34	4	5	22	1383	0	0
0.439	1	0	44	10	1	8	67	0	0
0.439	1	0	44	10	2	28	185	0	0
0.439	1	0	44	10	3	14	317	0	0
0.439	1	0	44	10	4	20	389	0	0
0.334	1	0	34	5	1	8	421	0	0
0.44	1	0	45	1	1	8	317	0	0
0.44	1	0	45	1	5	22	349	0	0
0.335	1	0	34	6	3	14	775	0	0
0.441	1	0	45	2	2	28	373	0	0
0.441	1	0	45	2	3	14	389	0	0
0.336	1	0	34	7	1	8	421	0	0
0.337	1	0	34	8	1	8	421	0	0
0.441	1	0	45	2	4	20	389	0	0
0.338	1	0	34	9	4	20	1191	0	0
0.339	1	0	34	10	3	14	775	0	0
0.34	1	0	35	1	5	22	1383	0	0
0.341	1	0	35	2	1	8	421	0	0
0.442	1	0	45	3	1	8	317	0	0
0.442	1	0	45	3	5	22	349	0	0
0.342	1	0	35	3	1	8	421	0	0
0.443	1	0	45	4	1	8	67	0	0
0.443	1	0	45	4	2	28	373	0	0
0.443	1	0	45	4	3	14	317	0	0
0.443	1	0	45	4	4	20	293	0	0
0.343	1	0	35	4	2	28	2196	0	0
0.444	1	0	45	5	1	8	317	0	0
0.444	1	0	45	5	5	22	349	0	0
0.344	1	0	35	5	3	14	775	0	0
0.445	1	0	45	6	2	28	373	0	0
0.445	1	0	45	6	3	14	389	0	0
0.445	1	0	45	6	4	20	389	0	0
0.345	1	0	35	6	1	8	421	0	0
0.346	1	0	35	7	4	20	1191	0	0
0.347	1	0	35	8	1	8	421	0	0
0.348	1	0	35	9	5	22	1383	0	0
0.446	1	0	45	7	1	8	317	0	0
0.446	1	0	45	7	5	22	349	0	0
0.349	1	0	35	10	3	14	775	0	0
0.447	1	0	45	8	1	8	67	0	0
0.447	1	0	45	8	2	28	373	0	0
0.447	1	0	45	8	3	14	317	0	0
0.447	1	0	45	8	4	20	293	0	0
0.35	1	0	36	1	1	8	421	0	0
0.448	1	0	45	9	1	8	317	0	0
0.448	1	0	45	9	5	22	349	0	0
0.351	1	0	36	2	4	20	1191	0	0
0.449	1	0	45	10	2	28	373	0	0
0.449	1	0	45	10	3	14	389	0	0
0.449	1	0	45	10	4	20	389	0	0
0.352	1	0	36	3	1	8	421	0	0
0.45	1	0	46	1	1	8	317	0	0
0.45	1	0	46	1	5	22	349	0	0
0.353	1	0	36	4	3	14	775	0	0
0.451	1	0	46	2	1	8	67	0	0
0.451	1	0	46	2	2	28	373	0	0
0.451	1	0	46	2	3	14	317	0	0
0.451	1	0	46	2	4	20	293	0	0
0.354	1	0	36	5	1	8	421	0	0
0.355	1	0	36	6	2	28	2196	0	0
0.452	1	0	46	3	1	8	317	0	0
0.452	1	0	46	3	5	22	349	0	0
0.356	1	0	36	7	5	22	1383	0	0
0.453	1	0	46	4	2	28	373	0	0
0.453	1	0	46	4	3	14	389	0	0
0.453	1	0	46	4	4	20	389	0	0
0.357	1	0	36	8	3	14	775	0	0
0.454	1	0	46	5	1	8	317	0	0
0.454	1	0	46	5	5	22	349	0	0
0.358	1	0	36	9	1	8	421	0	0
0.455	1	0	46	6	1	8	32	0	0
0.455	1	0	46	6	2	28	373	0	0
0.455	1	0	46	6	3	14	317	0	0
0.455	1	0	46	6	4	20	389	0	0
0.359	1	0	36	10	4	20	1191	0	0
0.456	1	0	46	7	1	8	317	0	0
0.456	1	0	46	7	5	22	349	0	0
0.36	1	0	37	1	1	8	421	0	0
0.457	1	0	46	8	1	8	101	0	0
0.457	1	0	46	8	2	28	185	0	0
0.457	1	0	46	8	3	14	317	0	0
0.457	1	0	46	8	4	20	293	0	0
0.361	1	0	37	2	3	14	775	0	0
0.458	1	0	46	9	1	8	277	0	0
0.458	1	0	46	9	3	14	61	0	0
0.458	1	0	46	9	5	22	349	0	0
0.362	1	0	37	3	1	8	421	0	0
0.459	1	0	46	10	1	8	32	0	0
0.459	1	0	46	10	2	28	373	0	0
0.459	1	0	46	10	3	14	317	0	0
0.459	1	0	46	10	4	20	389	0	0
0.363	1	0	37	4	5	22	1383	0	0
0.46	1	0	47	1	1	8	317	0	0
0.46	1	0	47	1	5	22	349	0	0
0.364	1	0	37	5	1	8	421	0	0
0.461	1	0	47	2	2	28	373	0	0
0.461	1	0	47	2	3	14	389	0	0
0.461	1	0	47	2	4	20	389	0	0
0.365	1	0	37	6	4	20	1191	0	0
0.462	1	0	47	3	1	8	317	0	0
0.462	1	0	47	3	5	22	349	0	0
0.366	1	0	37	7	3	14	775	0	0
0.367	1	0	37	8	1	8	421	0	0
0.463	1	0	47	4	1	8	67	0	0
0.463	1	0	47	4	2	28	373	0	0
0.463	1	0	47	4	3	14	317	0	0
0.463	1	0	47	4	4	20	293	0	0
0.368	1	0	37	9	2	28	2196	0	0
0.464	1	0	47	5	1	8	317	0	0
0.464	1	0	47	5	5	22	349	0	0
0.369	1	0	37	10	1	8	421	0	0
0.465	1	0	47	6	2	28	373	0	0
0.465	1	0	47	6	3	14	389	0	0
0.465	1	0	47	6	4	20	389	0	0
0.37	1	0	38	1	3	14	775	0	0
0.466	1	0	47	7	1	8	317	0	0
0.466	1	0	47	7	5	22	349	0	0
0.371	1	0	38	2	5	22	1383	0	0
0.467	1	0	47	8	1	8	67	0	0
0.467	1	0	47	8	2	28	373	0	0
0.467	1	0	47	8	3	14	317	0	0
0.467	1	0	47	8	4	20	293	0	0
0.372	1	0	38	3	1	8	421	0	0
0.468	1	0	47	9	1	8	317	0	0
0.468	1	0	47	9	5	22	349	0	0
0.373	1	0	38	4	4	20	1191	0	0
0.469	1	0	47	10	2	28	373	0	0
0.469	1	0	47	10	3	14	389	0	0
0.469	1	0	47	10	4	20	389	0	0
0.374	1	0	38	5	1	8	421	0	0
0.47	1	0	48	1	1	8	317	0	0
0.47	1	0	48	1	5	22	349	0	0
0.375	1	0	38	6	3	14	775	0	0
0.471	1	0	48	2	1	8	67	0	0
0.471	1	0	48	2	2	28	373	0	0
0.471	1	0	48	2	3	14	317	0	0
0.471	1	0	48	2	4	20	293	0	0
0.376	1	0	38	7	1	8	421	0	0
0.472	1	0	48	3	1	8	317	0	0
0.472	1	0	48	3	5	22	349	0	0
0.377	1	0	38	8	5	22	1383	0	0
0.378	1	0	38	9	4	20	1191	0	0
0.473	1	0	48	4	2	28	373	0	0
0.473	1	0	48	4	3	14	389	0	0
0.473	1	0	48	4	4	20	389	0	0
0.379	1	0	38	10	1	8	421	0	0
0.474	1	0	48	5	1	8	317	0	0
0.474	1	0	48	5	5	22	349	0	0
0.38	1	0	39	1	3	14	775	0	0
0.475	1	0	48	6	1	8	101	0	0
0.475	1	0	48	6	3	14	317	0	0
0.475	1	0	48	6	4	20	389	0	0
0.381	1	0	39	2	2	28	2196	0	0
0.382	1	0	39	3	1	8	421	0	0
0.383	1	0	39	4	3	14	775	0	0
0.476	1	0	48	7	1	8	241	0	0
0.476	1	0	48	7	2	28	373	0	0
0.476	1	0	48	7	5	22	349	0	0
0.384	1	0	39	5	1	8	421	0	0
0.477	1	0	48	8	1	8	137	0	0
0.477	1	0	48	8	3	14	317	0	0
0.477	1	0	48	8	4	20	293	0	0
0.385	1	0	39	6	4	20	1191	0	0
0.386	1	0	39	7	1	8	421	0	0
0.387	1	0	39	8	5	22	1383	0	0
0.478	1	0	48	9	1	8	241	0	0
0.478	1	0	48	9	2	28	373	0	0
0.478	1	0	48	9	5	22	349	0	0
0.388	1	0	39	9	3	14	775	0	0
0.479	1	0	48	10	1	8	67	0	0
0.479	1	0	48	10	3	14	389	0	0
0.479	1	0	48	10	4	20	389	0	0
0.48	1	0	49	1	1	8	241	0	0
0.48	1	0	49	1	2	28	373	0	0
0.389	1	0	39	10	1	8	421	0	0
0.48	1	0	49	1	5	22	349	0	0
0.481	1	0	49	2	1	8	137	0	0
0.481	1	0	49	2	3	14	317	0	0
0.481	1	0	49	2	4	20	293	0	0
0.39	1	0	40	1	1	8	421	0	0
0.482	1	0	49	3	1	8	241	0	0
0.482	1	0	49	3	2	28	373	0	0
0.482	1	0	49	3	5	22	349	0	0
0.391	1	0	40	2	2	28	2196	0	0
0.483	1	0	49	4	1	8	67	0	0
0.483	1	0	49	4	3	14	389	0	0
0.483	1	0	49	4	4	20	389	0	0
0.392	1	0	40	3	4	20	1191	0	0
0.484	1	0	49	5	1	8	241	0	0
0.484	1	0	49	5	2	28	373	0	0
0.484	1	0	49	5	5	22	349	0	0
0.393	1	0	40	4	3	14	775	0	0
0.485	1	0	49	6	1	8	173	0	0
0.485	1	0	49	6	3	14	253	0	0
0.485	1	0	49	6	4	20	293	0	0
0.486	1	0	49	7	1	8	209	0	0
0.486	1	0	49	7	2	28	373	0	0
0.486	1	0	49	7	3	14	61	0	0
0.486	1	0	49	7	5	22	349	0	0
0.394	1	0	40	5	1	8	421	0	0
0.487	1	0	49	8	1	8	101	0	0
0.487	1	0	49	8	3	14	317	0	0
0.487	1	0	49	8	4	20	389	0	0
0.395	1	0	40	6	5	22	1383	0	0
0.488	1	0	49	9	1	8	241	0	0
0.488	1	0	49	9	2	28	373	0	0
0.488	1	0	49	9	5	22	349	0	0
0.396	1	0	40	7	1	8	421	0	0
0.489	1	0	49	10	1	8	67	0	0
0.489	1	0	49	10	3	14	389	0	0
0.489	1	0	49	10	4	20	389	0	0
0.397	1	0	40	8	3	14	775	0	0
0.49	1	0	50	1	1	8	317	0	0
0.49	1	0	50	1	5	22	349	0	0
0.398	1	0	40	9	1	8	421	0	0
0.491	1	0	50	2	2	28	549	0	0
0.491	1	0	50	2	3	14	389	0	0
0.491	1	0	50	2	4	20	293	0	0
0.492	1	0	50	3	1	8	317	0	0
0.399	1	0	40	10	4	20	1191	0	0
0.492	1	0	50	3	5	22	349	0	0
0.4	1	0	41	1	1	8	421	0	0
0.493	1	0	50	4	1	8	101	0	0
0.493	1	0	50	4	3	14	317	0	0
